name, value
snp4141,73
snp4142,72
snp4143,73
snp4144,110
snp4145,114
snp4146,1
snp4147,73
snp4148,1
snp4149,72
snp4150,36
snp4151,114
snp4152,13
snp4153,47
snp4154,0
snp4155,48
snp4156,1
snp4157,0
snp4158,0
snp4159,1
snp4160,47
snp4161,1
snp4162,1
snp4163,114
snp4164,1
snp4165,1
snp4166,1
snp4167,4
snp4168,1
snp4169,1
snp4170,1
snp4171,3
snp4172,91
snp4173,1
snp4174,0
snp4175,0
snp4176,114
snp4177,114
snp4178,46
snp4179,1
snp4180,30
snp4181,87
snp4182,4
snp4183,2
snp4184,4
snp4185,1
snp4186,1
snp4187,1
snp4188,1
snp4189,1
snp4190,0
snp4191,4
snp4192,1
snp4193,1
snp4194,1
snp4195,1
snp4196,0
snp4197,0
snp4198,0
snp4199,1
snp4200,0
snp4201,90
snp4202,0
snp4203,8
snp4204,108
snp4205,1
snp4206,111
snp4207,1
snp4208,0
snp4209,1
snp4210,35
snp4211,48
snp4212,1
snp4213,111
snp4214,9
snp4215,1
snp4216,91
snp4217,0
snp4218,111
snp4219,111
snp4220,1
snp4221,1
snp4222,12
snp4223,2
snp4224,1
snp4225,0
snp4226,1
snp4227,0
snp4228,1
snp4229,27
snp4230,0
snp4231,0
snp4232,1
snp4233,1
snp4234,1
snp4235,37
snp4236,2
snp4237,1
snp4238,6
snp4239,0
snp4240,114
snp4241,10
snp4242,1
snp4243,1
snp4244,1
snp4245,114
snp4246,49
snp4247,114
snp4248,1
snp4249,0
snp4250,1
snp4251,1
snp4252,2
snp4253,5
snp4254,0
snp4255,2
snp4256,1
snp4257,2
snp4258,75
snp4259,1
snp4260,91
snp4261,10
snp4262,1
snp4263,1
snp4264,1
snp4265,1
snp4266,1
snp4267,0
snp4268,1
snp4269,4
snp4270,2
snp4271,71
snp4272,74
snp4273,1
snp4274,0
snp4275,2
snp4276,74
snp4277,0
snp4278,0
snp4279,0
snp4280,3
snp4281,1
snp4282,0
snp4283,2
snp4284,2
snp4285,0
snp4286,1
snp4287,1
snp4288,1
snp4289,0
snp4290,114
snp4291,1
snp4292,1
snp4293,0
snp4294,1
snp4295,114
snp4296,71
snp4297,114
snp4298,92
snp4299,0
snp4300,1
snp4301,1
snp4302,0
snp4303,71
snp4304,15
snp4305,3
snp4306,1
snp4307,1
snp4308,114
snp4309,114
snp4310,1
snp4311,1
snp4312,12
snp4313,114
snp4314,114
snp4315,1
snp4316,1
snp4317,1
snp4318,1
snp4319,104
snp4320,1
snp4321,1
snp4322,1
snp4323,114
snp4324,1
snp4325,1
snp4326,114
snp4327,0
snp4328,1
snp4329,1
snp4330,1
snp4331,12
snp4332,1
snp4333,7
snp4334,1
snp4335,1
snp4336,1
snp4337,114
snp4338,114
snp4339,114
snp4340,2
snp4341,114
snp4342,0
snp4343,2
snp4344,71
snp4345,0
snp4346,114
snp4347,1
snp4348,1
snp4349,114
snp4350,1
snp4351,1
snp4352,71
snp4353,91
snp4354,114
snp4355,92
snp4356,92
snp4357,1
snp4358,114
snp4359,114
snp4360,1
snp4361,1
snp4362,71
snp4363,1
snp4364,2
snp4365,70
snp4366,0
snp4367,0
snp4368,12
snp4369,92
snp4370,1
snp4371,1
snp4372,1
snp4373,0
snp4374,1
snp4375,2
snp4376,2
snp4377,1
snp4378,1
snp4379,4
snp4380,2
snp4381,1
snp4382,4
snp4383,1
snp4384,99
snp4385,1
snp4386,1
snp4387,1
snp4388,111
snp4389,1
snp4390,1
snp4391,1
snp4392,1
snp4393,3
snp4394,92
snp4395,67
snp4396,1
snp4397,67
snp4398,1
snp4399,1
snp4400,1
snp4401,1
snp4402,0
snp4403,87
snp4404,0
snp4405,0
snp4406,1
snp4407,2
snp4408,1
snp4409,1
snp4410,1
snp4411,1
snp4412,1
snp4413,7
snp4414,1
snp4415,3
snp4416,15
snp4417,1
snp4418,1
snp4419,1
snp4420,1
snp4421,1
snp4422,0
snp4423,0
snp4424,0
snp4425,1
snp4426,1
snp4427,18
snp4428,0
snp4429,0
snp4430,0
snp4431,1
snp4432,2
snp4433,1
snp4434,1
snp4435,1
snp4436,2
snp4437,0
snp4438,1
snp4439,37
snp4440,1
snp4441,1
snp4442,1
snp4443,17
snp4444,1
snp4445,1
snp4446,0
snp4447,0
snp4448,1
snp4449,2
snp4450,92
snp4451,6
snp4452,1
snp4453,1
snp4454,67
snp4455,1
snp4456,1
snp4457,2
snp4458,10
snp4459,69
snp4460,1
snp4461,1
snp4462,0
snp4463,2
snp4464,1
snp4465,1
snp4466,71
snp4467,1
snp4468,71
snp4469,1
snp4470,71
snp4471,71
snp4472,1
snp4473,89
snp4474,91
snp4475,85
snp4476,2
snp4477,22
snp4478,1
snp4479,74
snp4480,4
snp4481,1
snp4482,1
snp4483,1
snp4484,1
snp4485,0
snp4486,93
snp4487,1
snp4488,74
snp4489,1
snp4490,6
snp4491,74
snp4492,1
snp4493,74
snp4494,0
snp4495,114
snp4496,0
snp4497,1
snp4498,80
snp4499,0
snp4500,1
snp4501,1
snp4502,91
snp4503,35
snp4504,1
snp4505,10
snp4506,91
snp4507,82
snp4508,114
snp4509,15
snp4510,0
snp4511,10
snp4512,83
snp4513,1
snp4514,113
snp4515,3
snp4516,30
snp4517,1
snp4518,1
snp4519,1
snp4520,1
snp4521,3
snp4522,53
snp4523,1
snp4524,11
snp4525,6
snp4526,1
snp4527,1
snp4528,113
snp4529,114
snp4530,0
snp4531,2
snp4532,4
snp4533,2
snp4534,17
snp4535,1
snp4536,1
snp4537,0
snp4538,5
snp4539,2
snp4540,0
snp4541,2
snp4542,1
snp4543,4
snp4544,0
snp4545,1
snp4546,1
snp4547,1
snp4548,4
snp4549,2
snp4550,1
snp4551,0
snp4552,0
snp4553,91
snp4554,3
snp4555,1
snp4556,1
snp4557,1
snp4558,74
snp4559,1
snp4560,1
snp4561,1
snp4562,1
snp4563,1
snp4564,1
snp4565,0
snp4566,1
snp4567,1
snp4568,1
snp4569,0
snp4570,2
snp4571,1
snp4572,0
snp4573,3
snp4574,1
snp4575,1
snp4576,2
snp4577,1
snp4578,1
snp4579,1
snp4580,1
snp4581,0
snp4582,2
snp4583,0
snp4584,0
snp4585,0
snp4586,1
snp4587,1
snp4588,0
snp4589,0
snp4590,1
snp4591,1
snp4592,1
snp4593,1
snp4594,1
snp4595,1
snp4596,72
snp4597,1
snp4598,1
snp4599,10
snp4600,0
snp4601,1
snp4602,1
snp4603,91
snp4604,0
snp4605,1
snp4606,1
snp4607,0
snp4608,1
snp4609,0
snp4610,1
snp4611,1
snp4612,0
snp4613,1
snp4614,1
snp4615,1
snp4616,0
snp4617,114
snp4618,1
snp4619,114
snp4620,1
snp4621,1
snp4622,1
snp4623,108
snp4624,91
snp4625,0
snp4626,0
snp4627,1
snp4628,1
snp4629,1
snp4630,1
snp4631,2
snp4632,114
snp4633,114
snp4634,114
snp4635,1
snp4636,114
snp4637,114
snp4638,114
snp4639,114
snp4640,114
snp4641,113
snp4642,114
snp4643,114
snp4644,114
snp4645,1
snp4646,0
snp4647,1
snp4648,114
snp4649,1
snp4650,1
snp4651,114
snp4652,1
snp4653,1
snp4654,114
snp4655,1
snp4656,1
snp4657,1
snp4658,1
snp4659,0
snp4660,1
snp4661,1
snp4662,0
snp4663,0
snp4664,1
snp4665,1
snp4666,0
snp4667,1
snp4668,1
snp4669,1
snp4670,1
snp4671,1
snp4672,0
snp4673,0
snp4674,0
snp4675,43
snp4676,23
snp4677,3
snp4678,1
snp4679,1
snp4680,5
snp4681,81
snp4682,1
snp4683,1
snp4684,0
snp4685,1
snp4686,1
snp4687,3
snp4688,1
snp4689,21
snp4690,112
snp4691,1
snp4692,1
snp4693,1
snp4694,114
snp4695,1
snp4696,114
snp4697,114
snp4698,1
snp4699,0
snp4700,6
snp4701,33
snp4702,1
snp4703,1
snp4704,9
snp4705,3
snp4706,1
snp4707,1
snp4708,1
snp4709,3
snp4710,1
snp4711,1
snp4712,11
snp4713,1
snp4714,1
snp4715,1
snp4716,1
snp4717,1
snp4718,14
snp4719,12
snp4720,1
snp4721,0
snp4722,1
snp4723,1
snp4724,1
snp4725,1
snp4726,1
snp4727,114
snp4728,1
snp4729,1
snp4730,1
snp4731,1
snp4732,1
snp4733,1
snp4734,114
snp4735,1
snp4736,1
snp4737,0
snp4738,1
snp4739,1
snp4740,0
snp4741,0
snp4742,1
snp4743,1
snp4744,113
snp4745,1
snp4746,3
snp4747,1
snp4748,1
snp4749,1
snp4750,1
snp4751,2
snp4752,1
snp4753,2
snp4754,1
snp4755,0
snp4756,114
snp4757,114
snp4758,1
snp4759,114
snp4760,1
snp4761,1
snp4762,1
snp4763,3
snp4764,1
snp4765,1
snp4766,19
snp4767,114
snp4768,114
snp4769,1
snp4770,1
snp4771,1
snp4772,1
snp4773,1
snp4774,2
snp4775,1
snp4776,1
snp4777,0
snp4778,1
snp4779,1
snp4780,0
snp4781,0
snp4782,1
snp4783,0
snp4784,0
snp4785,0
snp4786,0
snp4787,0
snp4788,90
snp4789,1
snp4790,1
snp4791,0
snp4792,3
snp4793,5
snp4794,1
snp4795,1
snp4796,0
snp4797,1
snp4798,3
snp4799,0
snp4800,1
snp4801,0
snp4802,1
snp4803,0
snp4804,19
snp4805,14
snp4806,1
snp4807,0
snp4808,1
snp4809,1
snp4810,1
snp4811,1
snp4812,2
snp4813,1
snp4814,1
snp4815,1
snp4816,0
snp4817,1
snp4818,0
snp4819,89
snp4820,1
snp4821,1
snp4822,75
snp4823,113
snp4824,2
snp4825,1
snp4826,9
snp4827,0
snp4828,1
snp4829,1
snp4830,2
snp4831,11
snp4832,1
snp4833,2
snp4834,1
snp4835,0
snp4836,2
snp4837,2
snp4838,2
snp4839,1
snp4840,0
snp4841,1
snp4842,1
snp4843,114
snp4844,1
snp4845,1
snp4846,1
snp4847,0
snp4848,1
snp4849,0
snp4850,2
snp4851,1
snp4852,1
snp4853,1
snp4854,1
snp4855,0
snp4856,1
snp4857,1
snp4858,1
snp4859,114
snp4860,1
snp4861,5
snp4862,114
snp4863,2
snp4864,1
snp4865,5
snp4866,1
snp4867,18
snp4868,0
snp4869,114
snp4870,0
snp4871,1
snp4872,1
snp4873,3
snp4874,111
snp4875,1
snp4876,0
snp4877,0
snp4878,1
snp4879,1
snp4880,1
snp4881,12
snp4882,1
snp4883,103
snp4884,1
snp4885,1
snp4886,0
snp4887,61
snp4888,62
snp4889,112
snp4890,2
snp4891,1
snp4892,1
snp4893,1
snp4894,112
snp4895,112
snp4896,1
snp4897,1
snp4898,1
snp4899,112
snp4900,1
snp4901,1
snp4902,0
snp4903,11
snp4904,2
snp4905,7
snp4906,18
snp4907,8
snp4908,112
snp4909,1
snp4910,1
snp4911,91
snp4912,1
snp4913,1
snp4914,3
snp4915,2
snp4916,91
snp4917,3
snp4918,11
snp4919,0
snp4920,2
snp4921,1
snp4922,2
snp4923,2
snp4924,0
snp4925,1
snp4926,1
snp4927,2
snp4928,112
snp4929,0
snp4930,0
snp4931,1
snp4932,2
snp4933,1
snp4934,0
snp4935,1
snp4936,0
snp4937,4
snp4938,2
snp4939,91
snp4940,1
snp4941,2
snp4942,33
snp4943,2
snp4944,0
snp4945,1
snp4946,0
snp4947,1
snp4948,0
snp4949,1
snp4950,1
snp4951,107
snp4952,11
snp4953,30
snp4954,1
snp4955,1
snp4956,1
snp4957,1
snp4958,1
snp4959,1
snp4960,0
snp4961,1
snp4962,1
snp4963,1
snp4964,1
snp4965,5
snp4966,1
snp4967,0
snp4968,0
snp4969,106
snp4970,36
snp4971,0
snp4972,2
snp4973,91
snp4974,0
snp4975,1
snp4976,1
snp4977,1
snp4978,2
snp4979,1
snp4980,1
snp4981,1
snp4982,1
snp4983,1
snp4984,1
snp4985,1
snp4986,0
snp4987,2
snp4988,105
snp4989,1
snp4990,1
snp4991,1
snp4992,1
snp4993,1
snp4994,32
snp4995,105
snp4996,11
snp4997,0
snp4998,1
snp4999,1
snp5000,0
snp5001,42
snp5002,1
snp5003,85
snp5004,40
snp5005,1
snp5006,1
snp5007,3
snp5008,105
snp5009,1
snp5010,1
snp5011,86
snp5012,105
snp5013,0
snp5014,0
snp5015,1
snp5016,2
snp5017,2
snp5018,2
snp5019,3
snp5020,4
snp5021,77
snp5022,20
snp5023,55
snp5024,1
snp5025,0
snp5026,1
snp5027,1
snp5028,1
snp5029,1
snp5030,6
snp5031,1
snp5032,0
snp5033,17
snp5034,1
snp5035,0
snp5036,1
snp5037,92
snp5038,92
snp5039,0
snp5040,1
snp5041,32
snp5042,22
snp5043,4
snp5044,92
snp5045,1
snp5046,0
snp5047,1
snp5048,1
snp5049,1
snp5050,105
snp5051,2
snp5052,111
snp5053,32
snp5054,1
snp5055,1
snp5056,1
snp5057,0
snp5058,91
snp5059,1
snp5060,0
snp5061,1
snp5062,1
snp5063,0
snp5064,0
snp5065,1
snp5066,1
snp5067,1
snp5068,1
snp5069,1
snp5070,0
snp5071,1
snp5072,1
snp5073,91
snp5074,1
snp5075,26
snp5076,106
snp5077,1
snp5078,0
snp5079,33
snp5080,1
snp5081,10
snp5082,15
snp5083,1
snp5084,1
snp5085,2
snp5086,15
snp5087,1
snp5088,1
snp5089,1
snp5090,0
snp5091,91
snp5092,2
snp5093,106
snp5094,1
snp5095,3
snp5096,1
snp5097,1
snp5098,1
snp5099,1
snp5100,1
snp5101,1
snp5102,1
snp5103,1
snp5104,1
snp5105,1
snp5106,1
snp5107,0
snp5108,0
snp5109,1
snp5110,1
snp5111,2
snp5112,1
snp5113,5
snp5114,1
snp5115,1
snp5116,0
snp5117,1
snp5118,1
snp5119,2
snp5120,2
snp5121,1
snp5122,7
snp5123,0
snp5124,1
snp5125,1
snp5126,1
snp5127,1
snp5128,1
snp5129,1
snp5130,1
snp5131,1
snp5132,1
snp5133,1
snp5134,1
snp5135,0
snp5136,1
snp5137,1
snp5138,1
snp5139,2
snp5140,1
snp5141,2
snp5142,1
snp5143,1
snp5144,1
snp5145,1
snp5146,1
snp5147,1
snp5148,1
snp5149,1
snp5150,0
snp5151,1
snp5152,1
snp5153,0
snp5154,0
snp5155,2
snp5156,1
snp5157,13
snp5158,14
snp5159,1
snp5160,12
snp5161,88
snp5162,89
snp5163,24
snp5164,6
snp5165,89
snp5166,1
snp5167,1
snp5168,89
snp5169,1
snp5170,88
snp5171,36
snp5172,104
snp5173,0
snp5174,1
snp5175,1
snp5176,4
snp5177,2
snp5178,2
snp5179,6
snp5180,6
snp5181,0
snp5182,3
snp5183,1
snp5184,1
snp5185,107
snp5186,1
snp5187,0
snp5188,90
snp5189,0
snp5190,91
snp5191,1
snp5192,0
snp5193,105
snp5194,1
snp5195,1
snp5196,1
snp5197,33
snp5198,0
snp5199,1
snp5200,7
snp5201,91
snp5202,1
snp5203,1
snp5204,1
snp5205,0
snp5206,91
snp5207,16
snp5208,91
snp5209,1
snp5210,2
snp5211,106
snp5212,92
snp5213,4
snp5214,1
snp5215,0
snp5216,106
snp5217,5
snp5218,1
snp5219,1
snp5220,36
snp5221,106
snp5222,35
snp5223,106
snp5224,1
snp5225,89
snp5226,1
snp5227,16
snp5228,1
snp5229,1
snp5230,4
snp5231,0
snp5232,1
snp5233,1
snp5234,7
snp5235,30
snp5236,0
snp5237,2
snp5238,0
snp5239,1
snp5240,31
snp5241,0
snp5242,1
snp5243,114
snp5244,1
snp5245,4
snp5246,1
snp5247,1
snp5248,1
snp5249,1
snp5250,32
snp5251,0
snp5252,1
snp5253,1
snp5254,1
snp5255,0
snp5256,1
snp5257,0
snp5258,1
snp5259,11
snp5260,1
snp5261,1
snp5262,1
snp5263,1
snp5264,19
snp5265,113
snp5266,1
snp5267,4
snp5268,4
snp5269,0
snp5270,1
snp5271,1
snp5272,1
snp5273,0
snp5274,1
snp5275,2
snp5276,1
snp5277,1
snp5278,0
snp5279,7
snp5280,1
snp5281,1
snp5282,1
snp5283,0
snp5284,1
snp5285,1
snp5286,100
snp5287,1
snp5288,100
snp5289,5
snp5290,1
snp5291,0
snp5292,22
snp5293,1
snp5294,1
snp5295,1
snp5296,2
snp5297,1
snp5298,1
snp5299,2
snp5300,2
snp5301,0
snp5302,14
snp5303,37
snp5304,6
snp5305,24
snp5306,0
snp5307,1
snp5308,1
snp5309,0
snp5310,0
snp5311,37
snp5312,1
snp5313,1
snp5314,14
snp5315,36
snp5316,36
snp5317,14
snp5318,1
snp5319,2
snp5320,107
snp5321,37
snp5322,23
snp5323,1
snp5324,1
snp5325,107
snp5326,14
snp5327,1
snp5328,0
snp5329,1
snp5330,37
snp5331,3
snp5332,37
snp5333,37
snp5334,37
snp5335,37
snp5336,1
snp5337,37
snp5338,97
snp5339,0
snp5340,37
snp5341,33
snp5342,1
snp5343,0
snp5344,1
snp5345,1
snp5346,3
snp5347,4
snp5348,2
snp5349,15
snp5350,1
snp5351,3
snp5352,4
snp5353,0
snp5354,0
snp5355,1
snp5356,2
snp5357,0
snp5358,1
snp5359,1
snp5360,1
snp5361,1
snp5362,3
snp5363,1
snp5364,60
snp5365,4
snp5366,0
snp5367,2
snp5368,1
snp5369,1
snp5370,3
snp5371,4
snp5372,2
snp5373,47
snp5374,27
snp5375,3
snp5376,28
snp5377,2
snp5378,24
snp5379,47
snp5380,1
snp5381,28
snp5382,28
snp5383,3
snp5384,28
snp5385,1
snp5386,6
snp5387,1
snp5388,28
snp5389,1
snp5390,1
snp5391,1
snp5392,1
snp5393,4
snp5394,1
snp5395,4
snp5396,1
snp5397,16
snp5398,28
snp5399,1
snp5400,28
snp5401,28
snp5402,3
snp5403,1
snp5404,2
snp5405,28
snp5406,1
snp5407,28
snp5408,28
snp5409,0
snp5410,28
snp5411,1
snp5412,28
snp5413,1
snp5414,1
snp5415,1
snp5416,3
snp5417,1
snp5418,1
snp5419,0
snp5420,0
snp5421,2
snp5422,28
snp5423,28
snp5424,2
snp5425,1
snp5426,2
snp5427,28
snp5428,28
snp5429,24
snp5430,28
snp5431,10
snp5432,28
snp5433,1
snp5434,28
snp5435,0
snp5436,1
snp5437,28
snp5438,3
snp5439,3
snp5440,1
snp5441,1
snp5442,6
snp5443,1
snp5444,2
snp5445,1
snp5446,3
snp5447,0
snp5448,0
snp5449,8
snp5450,1
snp5451,1
snp5452,1
snp5453,1
snp5454,2
snp5455,1
snp5456,1
snp5457,1
snp5458,4
snp5459,1
snp5460,1
snp5461,1
snp5462,0
snp5463,3
snp5464,1
snp5465,1
snp5466,1
snp5467,1
snp5468,1
snp5469,23
snp5470,4
snp5471,2
snp5472,1
snp5473,1
snp5474,28
snp5475,4
snp5476,25
snp5477,0
snp5478,24
snp5479,24
snp5480,9
snp5481,0
snp5482,0
snp5483,6
snp5484,28
snp5485,20
snp5486,3
snp5487,0
snp5488,0
snp5489,2
snp5490,7
snp5491,46
snp5492,1
snp5493,28
snp5494,1
snp5495,28
snp5496,5
snp5497,5
snp5498,1
snp5499,1
snp5500,23
snp5501,1
snp5502,24
snp5503,24
snp5504,6
snp5505,5
snp5506,1
snp5507,2
snp5508,0
snp5509,1
snp5510,1
snp5511,5
snp5512,1
snp5513,28
snp5514,1
snp5515,5
snp5516,5
snp5517,0
snp5518,0
snp5519,3
snp5520,1
snp5521,1
snp5522,1
snp5523,1
snp5524,1
snp5525,1
snp5526,1
snp5527,1
snp5528,1
snp5529,1
snp5530,1
snp5531,1
snp5532,1
snp5533,1
snp5534,1
snp5535,0
snp5536,0
snp5537,1
snp5538,1
snp5539,1
snp5540,1
snp5541,5
snp5542,5
snp5543,5
snp5544,0
snp5545,1
snp5546,6
snp5547,0
snp5548,1
snp5549,3
snp5550,1
snp5551,6
snp5552,6
snp5553,2
snp5554,21
snp5555,0
snp5556,7
snp5557,1
snp5558,24
snp5559,81
snp5560,24
snp5561,28
snp5562,28
snp5563,5
snp5564,1
snp5565,28
snp5566,5
snp5567,5
snp5568,5
snp5569,5
snp5570,1
snp5571,24
snp5572,5
snp5573,28
snp5574,0
snp5575,1
snp5576,4
snp5577,0
snp5578,24
snp5579,1
snp5580,1
snp5581,24
snp5582,0
snp5583,24
snp5584,5
snp5585,5
snp5586,5
snp5587,24
snp5588,28
snp5589,1
snp5590,0
snp5591,28
snp5592,1
snp5593,23
snp5594,1
snp5595,1
snp5596,0
snp5597,1
snp5598,0
snp5599,24
snp5600,24
snp5601,24
snp5602,1
snp5603,0
snp5604,1
snp5605,0
snp5606,1
snp5607,2
snp5608,24
snp5609,1
snp5610,1
snp5611,0
snp5612,24
snp5613,23
snp5614,5
snp5615,2
snp5616,2
snp5617,1
snp5618,1
snp5619,0
snp5620,4
snp5621,1
snp5622,24
snp5623,5
snp5624,1
snp5625,2
snp5626,8
snp5627,5
snp5628,8
snp5629,23
snp5630,1
snp5631,1
snp5632,1
snp5633,1
snp5634,1
snp5635,0
snp5636,1
snp5637,0
snp5638,24
snp5639,24
snp5640,51
snp5641,31
snp5642,4
snp5643,65
snp5644,24
snp5645,1
snp5646,0
snp5647,1
snp5648,15
snp5649,24
snp5650,24
snp5651,66
snp5652,2
snp5653,24
snp5654,34
snp5655,2
snp5656,1
snp5657,25
snp5658,26
snp5659,3
snp5660,0
snp5661,62
snp5662,62
snp5663,1
snp5664,19
snp5665,2
snp5666,46
snp5667,16
snp5668,1
snp5669,1
snp5670,3
snp5671,1
snp5672,95
snp5673,0
snp5674,1
snp5675,2
snp5676,1
snp5677,113
snp5678,2
snp5679,1
snp5680,91
snp5681,0
snp5682,2
snp5683,1
snp5684,1
snp5685,1
snp5686,0
snp5687,1
snp5688,2
snp5689,1
snp5690,1
snp5691,1
snp5692,107
snp5693,1
snp5694,114
snp5695,112
snp5696,1
snp5697,31
snp5698,105
snp5699,1
snp5700,3
snp5701,1
snp5702,34
snp5703,2
snp5704,2
snp5705,3
snp5706,17
snp5707,1
snp5708,2
snp5709,32
snp5710,1
snp5711,112
snp5712,112
snp5713,0
snp5714,100
snp5715,1
snp5716,14
snp5717,100
snp5718,100
snp5719,3
snp5720,100
snp5721,100
snp5722,1
snp5723,17
snp5724,34
snp5725,3
snp5726,1
snp5727,112
snp5728,112
snp5729,8
snp5730,1
snp5731,1
snp5732,0
snp5733,0
snp5734,8
snp5735,1
snp5736,1
snp5737,1
snp5738,31
snp5739,1
snp5740,17
snp5741,17
snp5742,1
snp5743,1
snp5744,1
snp5745,33
snp5746,1
snp5747,1
snp5748,43
snp5749,100
snp5750,52
snp5751,99
snp5752,52
snp5753,99
snp5754,15
snp5755,53
snp5756,40
snp5757,4
snp5758,1
snp5759,4
snp5760,114
snp5761,0
snp5762,1
snp5763,111
snp5764,11
snp5765,1
snp5766,1
snp5767,1
snp5768,100
snp5769,112
snp5770,1
snp5771,1
snp5772,0
snp5773,1
snp5774,9
snp5775,1
snp5776,1
snp5777,0
snp5778,99
snp5779,8
snp5780,51
snp5781,0
snp5782,1
snp5783,0
snp5784,3
snp5785,1
snp5786,1
snp5787,1
snp5788,35
snp5789,1
snp5790,7
snp5791,10
snp5792,1
snp5793,1
snp5794,1
snp5795,41
snp5796,10
snp5797,2
snp5798,1
snp5799,0
snp5800,8
snp5801,3
snp5802,0
snp5803,3
snp5804,1
snp5805,1
snp5806,0
snp5807,111
snp5808,1
snp5809,1
snp5810,1
snp5811,1
snp5812,0
snp5813,1
snp5814,100
snp5815,1
snp5816,1
snp5817,1
snp5818,1
snp5819,1
snp5820,1
snp5821,10
snp5822,1
snp5823,3
snp5824,3
snp5825,1
snp5826,1
snp5827,42
snp5828,42
snp5829,7
snp5830,2
snp5831,2
snp5832,42
snp5833,1
snp5834,1
snp5835,0
snp5836,1
snp5837,111
snp5838,2
snp5839,1
snp5840,7
snp5841,13
snp5842,1
snp5843,1
snp5844,1
snp5845,7
snp5846,7
snp5847,1
snp5848,1
snp5849,4
snp5850,1
snp5851,5
snp5852,1
snp5853,2
snp5854,1
snp5855,7
snp5856,7
snp5857,7
snp5858,2
snp5859,36
snp5860,1
snp5861,7
snp5862,1
snp5863,1
snp5864,6
snp5865,1
snp5866,6
snp5867,0
snp5868,1
snp5869,1
snp5870,1
snp5871,0
snp5872,1
snp5873,6
snp5874,1
snp5875,9
snp5876,6
snp5877,1
snp5878,3
snp5879,1
snp5880,1
snp5881,1
snp5882,6
snp5883,6
snp5884,1
snp5885,0
snp5886,1
snp5887,6
snp5888,6
snp5889,6
snp5890,0
snp5891,0
snp5892,1
snp5893,6
snp5894,6
snp5895,3
snp5896,6
snp5897,1
snp5898,0
snp5899,6
snp5900,1
snp5901,6
snp5902,0
snp5903,3
snp5904,47
snp5905,7
snp5906,0
snp5907,0
snp5908,1
snp5909,1
snp5910,6
snp5911,0
snp5912,0
snp5913,0
snp5914,0
snp5915,0
snp5916,0
snp5917,6
snp5918,6
snp5919,0
snp5920,112
snp5921,9
snp5922,2
snp5923,1
snp5924,3
snp5925,0
snp5926,4
snp5927,2
snp5928,5
snp5929,0
snp5930,1
snp5931,1
snp5932,1
snp5933,1
snp5934,10
snp5935,0
snp5936,4
snp5937,3
snp5938,1
snp5939,3
snp5940,4
snp5941,10
snp5942,0
snp5943,0
snp5944,2
snp5945,1
snp5946,1
snp5947,2
snp5948,0
snp5949,2
snp5950,3
snp5951,49
snp5952,1
snp5953,6
snp5954,114
snp5955,1
snp5956,0
snp5957,0
snp5958,2
snp5959,112
snp5960,0
snp5961,2
snp5962,6
snp5963,1
snp5964,6
snp5965,6
snp5966,114
snp5967,1
snp5968,1
snp5969,6
snp5970,0
snp5971,6
snp5972,0
snp5973,6
snp5974,0
snp5975,4
snp5976,3
snp5977,1
snp5978,6
snp5979,1
snp5980,1
snp5981,0
snp5982,0
snp5983,3
snp5984,6
snp5985,6
snp5986,6
snp5987,6
snp5988,42
snp5989,5
snp5990,2
snp5991,1
snp5992,3
snp5993,3
snp5994,2
snp5995,7
snp5996,6
snp5997,112
snp5998,1
snp5999,0
snp6000,2
snp6001,0
snp6002,2
snp6003,1
snp6004,27
snp6005,11
snp6006,3
snp6007,5
snp6008,3
snp6009,2
snp6010,2
snp6011,2
snp6012,1
snp6013,1
snp6014,2
snp6015,1
snp6016,1
snp6017,0
snp6018,2
snp6019,1
snp6020,1
snp6021,0
snp6022,0
snp6023,0
snp6024,1
snp6025,1
snp6026,1
snp6027,1
snp6028,1
snp6029,1
snp6030,1
snp6031,1
snp6032,1
snp6033,1
snp6034,1
snp6035,1
snp6036,2
snp6037,1
snp6038,0
snp6039,3
snp6040,1
snp6041,4
snp6042,1
snp6043,5
snp6044,6
snp6045,1
snp6046,1
snp6047,1
snp6048,6
snp6049,2
snp6050,52
snp6051,1
snp6052,6
snp6053,1
snp6054,99
snp6055,1
snp6056,6
snp6057,2
snp6058,99
snp6059,0
snp6060,1
snp6061,101
snp6062,99
snp6063,6
snp6064,53
snp6065,112
snp6066,1
snp6067,103
snp6068,1
snp6069,99
snp6070,1
snp6071,99
snp6072,1
snp6073,4
snp6074,1
snp6075,112
snp6076,99
snp6077,4
snp6078,112
snp6079,1
snp6080,112
snp6081,53
snp6082,1
snp6083,112
snp6084,1
snp6085,0
snp6086,6
snp6087,114
snp6088,0
snp6089,1
snp6090,7
snp6091,6
snp6092,15
snp6093,95
snp6094,0
snp6095,1
snp6096,2
snp6097,98
snp6098,0
snp6099,2
snp6100,1
snp6101,1
snp6102,1
snp6103,112
snp6104,50
snp6105,2
snp6106,1
snp6107,5
snp6108,1
snp6109,1
snp6110,113
snp6111,1
snp6112,112
snp6113,0
snp6114,1
snp6115,1
snp6116,112
snp6117,4
snp6118,0
snp6119,1
snp6120,1
snp6121,1
snp6122,1
snp6123,1
snp6124,1
snp6125,7
snp6126,1
snp6127,1
snp6128,1
snp6129,2
snp6130,114
snp6131,1
snp6132,1
snp6133,1
snp6134,0
snp6135,7
snp6136,0
snp6137,1
snp6138,1
snp6139,0
